airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
British Airways,This is easily the poorest of all the BA 1st class lounges I have frequented. It is a reasonably large space which fills up very rapidly within a few hours of the 2 to 3 late night flights back to London. Very often you will struggle to find a comfortable seat. I no longer eat anything in this lounge as the quality of the catering is not up to scratch. You will hardly ever find a UK newspaper (unless you are 3-4 hours early) and I can't think of a single redeeming feature of this lounge - not even a good view. It is well overdue a complete refurbishment and the general decor is grubby and tatty. Singapore - London is a very busy route for BA and presumably therefore somewhat profitable. If you travel the same route with Singapore Airlines the lounges are far superior as is the general lounge service.,Singapore Changi Airport,2.0,2,2,3.0,1.0,1.0,3.0,2.0,no
Delta Air Lines,Hidden in between gates at the degrading Memphis International Airport. The desk staff are generally curt and rude which I have come to expect at airport lounges. Open full bar consists of self-pour liquor. Pretty decent brands not top-shelf or anything but respectable. The house wines are decent enough i.e. a step above boxed wine. The snacks are laughable carrots celery packaged ranch mixed nuts and crackers abound. The bar area wasn't that clean either. The advantage of this lounge is that it is quiet (in spite of how many people were there) a function of the numerous small rooms. The chairs are comfortable and the soft lighting was nice. Free WIFI NYT and WSJ as well. Bathrooms leave something to be desired.,Memphis Airport,4.0,5,4,4.0,2.0,3.0,5.0,4.0,yes
Delta Air Lines,On most concourses they lounges are located upstairs so it's either a lengthy wait for an elevator or the stairs. For those of you who have not been to ATL it's hot! When you arrive in this lounge it's crowded and you have to request beers. The food is usually old and looks picked over. Some of the seating is comfortable others not. It's not a terrible place to go for a drink while you wait for your flight but the VIP feeling is lacking.,Atlanta Hartsfield Airport,3.0,3,3,3.0,1.0,2.0,4.0,5.0,no
Delta Air Lines,For international flights departing from Brussels Skyteam Elite and Elite plus members use the British Airways lounge - quality and service are top notch! The front desk people are friendly and helpful. The seating is mediocre but drink and food selection make up for that. They have the most delicious pastries in the morning. The only negative is that there is no restroom inside the lounge. You have to walk a bit far down the hall to reach the nearest toilet.,Brussels Zaventem Airport,5.0,5,5,5.0,5.0,3.0,5.0,5.0,yes
British Airways,I found the lounge very comfortable. Enough space for everyone although it was a Friday before a bank holiday weekend. The choice of hot food is limited but appropriate. Used plates and glasses are promptly removed by the staff who are polite and assist requests promptly. I didn't use the showers but the Elemis receptionist went out of her way and gave me her unused personal Elemis lip saver although these products were not generally available to passengers. BA should improve the magazines selection.,London Heathrow Airport,4.0,4,4,4.0,3.0,5.0,5.0,5.0,no
British Airways,The new club lounge at T3 is very nice large and spacious with different seating areas. There was a large selection of both hot and cold food. The red and white wines are in different seating areas which is slightly strange and champagne is only available if you ask. The staff were attentive and customer service could not be faulted.,London Heathrow Airport,5.0,5,5,4.0,5.0,5.0,5.0,5.0,no
British Airways,Great improvement on the old lounge. Quite small but well appointed. The First restaurant excellent - although we were the only two customers - with service both efficient and attentive. Bit of a walk to get there from the underpass walkway however although if you're not in a desperate hurry it's no real problem. As usual this comes at the end of a mass of confusion and waiting for security even in the Premium queue.,Washington Dulles Airport,4.0,4,4,4.0,5.0,3.0,4.0,4.0,no
Delta Air Lines,I recently waited out a long delay (6 hours) at the Sky Club in Terminal 2 at JFK. Overall this is a spacious lounge with a mix of seating areas (TV lounge bar workstations etc). While the lounge was busy it never felt overly packed. The staff were efficient and drink menu was extensive but as is common with Sky Clubs the food selection was limited to light snacks. One desk agent provided excellent service when my flight was cancelled and worked to minimize the disruption and provide me with options. Given the overall poor state of Terminal 2 it was much less stressful to out the delay in the club rather than in the general boarding area.,New York JFK Airport,3.0,4,3,4.0,2.0,3.0,3.0,4.0,yes
Delta Air Lines,This is a very busy lounge. The worst part (other than there's practically no snacks) is that the Men's room is an absolute disaster / pig stye / complete mess no matter the time or day of the week that you visit. On top of this the 'free' T-mobile internet service may as well be nothing at all. It is beyond slow probably worse than 512k dial up. Why?,Atlanta Hartsfield Airport,1.0,3,1,2.0,1.0,1.0,1.0,1.0,no
British Airways,"This is the new improved lounge and is for those entitled to ""First Class"" privileges but not travelling First Class I was travelling domestically so this was why I used this lounge. Seriously this is the best BA can come up with after how many years. I asked for the restaurant and was shown the buffet. The lounge was nice even allowing for the fact that it was hot in some areas and cool in others. Showers were basic. Staff friendly and helpful. Not worth the effort to try it out.",London Heathrow Airport,3.0,2,4,2.0,2.0,3.0,4.0,3.0,no
British Airways,Had a longish layover due to BA delay and resulting re-booking so decided to use one of the cabanas. These are hotel-style rooms with day bed TV and music and a private bath. Had champagne and lunch delivered to the room so very nice. Then I discovered that the room only had one temperature - freezing cold Also the rooms back up to what may be a kitchen with constant banging of doors and other loud noises. Not very much chance of getting a rest here. Finally moved out into the lounge proper which is already showing some signs of wear and struggles to accomodate everyone at busy times. Restaurant food choices are rather uninspired and presentation not of the highest standard. Service can be inconsistent. For an exclusively First Class lounge this could be better.,London Heathrow Airport,4.0,4,4,4.0,3.0,3.0,4.0,4.0,no
Delta Air Lines,The new Sky Club at Seatac is a huge improvement over the previous overcrowded club. There is much more space so that it's not teeming with travelers late morning and midday when a number of flights to Asia leave. Excellent facilities for laptops and charging devices. There's a good bar with a number of premium (and pricey) selections - you can still get the house selections at no charge. The snack selection is minimal. Sky Club staff are friendly efficient and helpful as they were in the old club. There's a good view of Mount Rainier out the window - on a clear day.,Seattle Airport,5.0,5,5,4.0,3.0,5.0,5.0,5.0,yes
